,SUBMITTED_DATE,CASE_NO,PROGRAM_DESIGNATION,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTY,EMPLOYER_POSTAL_CODE,NBR_IMMIGRANTS,BEGIN_DATE,END_DATE,JOB_TITLE,DOL_DECISION_DATE,OCCUPATIONAL_CODE,OCCUPATIONAL_TITLE,APPROVAL_STATUS,WAGE_RATE_1,RATE_PER_1,MAX_RATE_1,PART_TIME_1,CITY_1,STATE_1,PREVAILING_WAGE_1,WAGE_SOURCE_1,YR_SOURCE_PUB_1,OTHER_WAGE_SOURCE_1,WAGE_RATE__2,RATE_PER_2,MAX_RATE_2,PART_TIME_2,CITY_2,STATE_2,PREVAILING_WAGE_2,WAGE_SOURCE_2,YR_SOURCE_PUB_2,OTHER_WAGE_SOURCE_2,WITHDRAWN
253920,2009-06-20,I-09171-5027009,R,SATYAM COMPUTER SERVICES LTD,ONE GATEHALL DRIVE,SUITE 301,PARSIPPANY,NJ,MORRIS,7054,5,2009-06-20,2012-06-20,SYSTEMS ANALYST,2009-06-20,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,73694,YR,83694.0,N,LONG ISLAND,NY,73694,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
263746,2009-06-30,I-09181-5046477,R,SATYAM COMPUTER SERVICES LTD,ONE GATEHALL DRIVE,SUITE 301,PARSIPPANY,NJ,MORRIS,7054,5,2009-06-30,2012-06-30,COMPUTER PROGRAMMER,2009-06-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,66934,YR,76934.0,N,RESEARCH TRIANGLE PARK,NC,66934,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
238177,2009-06-02,I-09153-4995077,R,"HORIZON INTERNATIONAL TRD., INC.",385 CONCORD AVE,,BELMONT,MA,MIDDLESEX,2478,3,2009-06-02,2012-06-01,SOFTWARE ENGINEER,2009-06-02,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,52021,YR,70000.0,N,HARRISBURGH,PA,52021,Other,2009.0,ONLINE WAGE LIBRARY-FLC,,,,,,,,,,,N
156969,2009-03-26,I-09085-4834575,R,NEXSYS INTERNATIONAL LC,1920 E. HALLANDALE BEACH BLVD.,SUITE 804,HALLANDALE,FL,BROWARD,33009,1,2009-09-25,2012-09-25,MARKETING & MEDIA COORDINATOR,2009-03-26,165.0,PUBLIC RELATIONS MANAGEMENT OCCUPATIONS,CERTIFIED,38605,YR,,N,HALLANDALE,FL,38605,Other,2009.0,OES/ONLINE WAGE LIBRARY,,,,,,,,,,,Y
174578,2009-03-30,I-09089-4866699,R,"FOCUS HOME HEALTH CARE, INC.",5946 N MILWAUKEE AVE.,,CHICAGO,IL,COOK,60646,1,2009-09-29,2012-09-29,QUALITY ASSURANCE MANAGER,2009-03-30,79.0,OTHER OCCUPATIONS IN MEDICINE AND HEALTH,CERTIFIED,52458,YR,,N,CHICAGO,IL,52458,SESA,,,,,,,,,,,,,N
34597,2008-12-01,I-08323-4568091,R,BARCLAYS CAPITAL INC.,200 PARK AVENUE,,NEW YORK,NY,NEW YORK,10166,1,2008-12-01,2011-08-26,ANALYST,2008-12-01,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,60000,YR,,N,NEW YORK,NY,58136,Other,2008.0,OES ONLINE WAGE SURVEY,,,,,,,,,,,N
38616,2008-12-05,I-08337-4583151,R,ACTION FOR BOSTON COMMUNITY DEVEL,178 TREMONT STREET,,BOSTON,MA,SUFFOLK,2111,1,2008-12-16,2011-12-15,BUSINESS SERVICES MANAGER,2008-12-05,161.0,BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS,CERTIFIED,44935,YR,,N,BOSTON,MA,44512,Other,2008.0,OES,,,,,,,,,,,N
67949,2009-01-30,I-09030-4649353,R,CAPGEMINI U.S. LLC.,"111 N. CANAL STREET, SUITE 1500",,CHICAGO,IL,COOK,60606,1,2009-06-01,2010-10-01,SENIOR CONSULTANT,2009-01-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,94500,YR,,N,ORLANDO,FL,62400,Other,2008.0,OES DATABASE,,,,,,,,,,,N
137111,2009-03-20,I-09079-4797409,R,OKUMUS CAPITAL LLC,"850 THIRD AVENUE, 10TH FLOOR",,NEW YORK,NY,NEW YORK,10022,1,2009-09-18,2012-09-18,FINANCIAL ANALYST,2009-03-20,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,42550,YR,,N,NEW YORK,NY,42502,Other,2009.0,SALARY.COM,,,,,,,,,,,N
25053,2008-11-11,I-08316-4560495,R,TEXTILE RESEARCH INSTITUTE TRI,601 PROSPECT STREET,,PRINCETON,NJ,MERCER,8540,1,2009-03-01,2010-02-28,STAFF SCIENTIST,2008-11-11,23.0,OCCUPATIONS IN PHYSICS,CERTIFIED,57725,YR,,N,PRINCETON,NJ,56722,Other,2008.0,KFORCE SALARY SURVEY,,,,,,,,,,,N
84812,2009-02-19,I-09050-4686133,R,"EVEREST CONSULTING GROUP, INC",3840 PARK AVENUE,SUITE 203,EDISON,NJ,MIDDLESEX,8820,1,2009-02-19,2011-02-18,PROGRAMMER ANALYST,2009-02-19,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,64000,YR,,N,WHITE PLAINS,NY,63731,Other,2008.0,OES WAGE DATA,,,,,,,,,,,N
8988,2008-10-15,I-08289-4527907,R,FLORIDA HOSPITAL,601 EAST ROLLINS STREET,,ORLANDO,FL,ORANGE,32803,1,2008-12-15,2011-12-15,"REGISTERED NURSE, CRITICAL CARE",2008-10-15,75.0,REGISTERED NURSES,CERTIFIED,21,HR,,N,ORLANDO,FL,21,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
210166,2009-04-28,I-09112-4927293,R,WALMART.COM,7000 MARINA BOULEVARD,,BRISBANE,CA,SAN MATEO,94005,1,2009-10-10,2012-10-10,SYSTEMS ENGINEER,2009-04-28,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,100170,YR,,N,BRISBANE,CA,90355,Other,2008.0,OES WAGE DATA SURVEY,,,,,,,,,,,N
124514,2009-03-16,I-09075-4773033,R,"VIBES BASE ENTERPRISES, INC.","9328 TELSTAR AVE.,",,EL MONTE,CA,LOS ANGELES,91731,1,2009-09-15,2012-09-14,BUSINESS DEVELOPMENT SPECIALIST,2009-03-16,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,37066,YR,,N,EL MONTE,CA,37066,Other,2008.0,OES,,,,,,,,,,,N
202609,2009-04-20,I-09110-4923001,R,"NETWORK EQUIPMENT TECHNOLOGIES, INC.",6900 PASEO PADRE PARKWAY,,FREMONT,CA,ALAMEDA,94555,1,2009-04-27,2012-04-27,SENIOR SOFTWARE ENGINEER,2009-04-20,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,88606,YR,103000.0,N,SCHAUMBURG,IL,87300,Other,2008.0,WATSON WYATT,,,,,,,,,,,N
16856,2008-10-28,I-08301-4541803,R,ACADEMY FOR EDUCATIONAL DEVELOPMENT,1825 CONNECTICUT AVE NW,,WASHINGTON,DC,,20009-5721,1,2008-11-14,2011-11-13,SENIOR EDUCATION AND HEALTH ADVISOR,2008-10-28,59.0,OTHER OCCUPATIONS IN SOCIAL SCIENCES,CERTIFIED,110000,YR,120000.0,N,WASHINGTON,DC,84989,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
153254,2009-03-25,I-09084-4827665,R,PRO UNLIMITED,"1350 OLD BAYSHORE HWY, SUITE 350",,BURLINGAME,CA,SAN MATEO,94010,1,2009-09-24,2012-09-24,SENIOR STATISTICIAN,2009-03-25,29.0,OTHER OCCUPATIONS IN MATHEMATICS AND PHYSICAL SCIENCES,CERTIFIED,97760,YR,97760.0,N,BRIDGEWATER,NJ,87500,Other,2008.0,WATSON WYATT,,,,,,,,,,,N
73808,2009-02-09,I-09036-4658167,R,ALBERTSONS LLC,250 PARKCENTER BOULEVARD,,BOISE,ID,ADA,83726,1,2009-02-10,2012-02-10,PHARMACIST,2009-02-09,74.0,PHARMACISTS,CERTIFIED,54,HR,,N,SCOTTSDALE,AZ,40,Other,2009.0,OES,,,,,,,,,,,N
240389,2009-06-03,I-09154-4999333,R,ENTERPRISE BUSINESS SOLUTIONS,"7631 LEESBURG PIKE, SUITE A",,FALLS CHURCH,VA,FAIRFAX,22043,5,2009-10-01,2012-10-01,PROGRAMMER ANALYST,2009-06-03,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,NEW YORK CITY,NY,48776,Other,2009.0,OES,60000.0,yr,,N,ALBUQUERQUE,NM,46696.0,Other,2009.0,OES Wage Survey,N
107162,2009-03-09,I-09068-4736033,R,"ASTIR IT SOLUTIONS, INC.","50 CRAGWOOD ROAD, SUITE 219",,SOUTH PLAINFIELD,NJ,,07080-2405,1,2009-03-09,2010-09-27,SYSTEM ADMINISTRATOR,2009-03-09,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,55000,YR,,N,ATLANTA,GA,47507,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
31646,2008-11-21,I-08326-4573073,R,"SCARLET INFOTECH, INC. DBA EXPEDIEN","3200 SOUTHWEST FREEWAY, SUITE 3300",,HOUSTON,TX,HARRIS,77027,1,2009-06-16,2012-06-15,SYSTEMS ANALYST,2008-11-21,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,DENIED,45000,YR,,N,HOUSTON,TX,44117,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
155714,2009-03-25,I-09084-4832249,R,"LIVE BANNER US, INC.",192 LEXINGTON AVENUE,11TH FLOOR,NEW YORK,NY,NEW YORK,10016,1,2009-09-24,2012-09-24,"BUSINESS DEVELOPMENT DIRECTOR, NORTH AMERICA",2009-03-25,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,100000,YR,,N,NEW YORK,NY,86674,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
259171,2009-06-25,I-09176-5037691,R,LAWRENCE LIVERMORE NATIONAL LAB,"7000 EAST AVENUE, L-646",,LIVERMORE,CA,,94551-9234,1,2010-01-02,2011-01-01,POST DOCTORAL FELLOW,2009-06-25,23.0,OCCUPATIONS IN PHYSICS,DENIED,97104,YR,,N,LIVERMOE,CA,50877,SESA,,,,,,,,,,,,,N
24560,2008-11-11,I-08316-4559521,R,ENOCH PRATT FREE LIBRARY,400 CATHEDRAL STREET,,BALTIMORE,MD,BALTIMORE,21201,1,2009-01-30,2012-01-29,ASSISTANT WEB MANAGER,2008-11-11,31.0,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,CERTIFIED,55400,YR,,N,BALTIMORE,MD,35526,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
31968,2008-11-22,I-08327-4574673,R,"RAKUBS, INC.",2665 VILLA CREEK DR.,,DALLAS,TX,DALLAS,75234,1,2009-03-27,2011-03-27,PROGRAMMER ANALYST,2008-11-22,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,90000,YR,,N,DETROIT,MI,84074,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
189208,2009-04-07,I-09097-4895673,R,"NUMBERS ONLY, INC.",1520 STATE HIGHWAY 130 N,STE: 201,NORTH BRUNSWICK,NJ,MIDDLESEX,8902,1,2009-05-01,2012-04-30,COMPUTER PROGRAMMER,2009-04-07,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,57075,YR,73000.0,N,BELLEVILLE,MI,57075,Other,2008.0,OES,,,,,,,,,,,N
37405,2008-12-04,I-08339-4585825,R,PANZIA.COM INC.,111 W SPRING VALLEY ROAD,SUITE 150,RICHARDSON,TX,DALLAS,75081,2,2008-12-04,2011-12-03,SOFTWARE ENGINEER,2008-12-04,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,61000,YR,,N,DALLAS,TX,45703,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
42709,2008-12-12,I-08347-4596405,R,FRIEDMAN LLP,1700 BROADWAY,,NEW YORK,NY,NEW YORK,10019,1,2008-12-15,2010-09-01,AUDITOR,2008-12-12,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,75000,YR,,N,NEW YORK,NY,75000,Other,2008.0,OES/SOC WAGE DATA SURVEY,,,,,,,,,,,Y
147167,2009-03-24,I-09082-4808495,R,"MONAHAN & COHEN, ATTORNEYS-AT-LAW","55 WEST MONROE STREET, SUITE 3700",,CHICAGO,IL,COOK,60603,1,2009-09-23,2012-09-23,MENTAL HEALTH/FORENSIC CONSULTANT,2009-03-24,79.0,OTHER OCCUPATIONS IN MEDICINE AND HEALTH,CERTIFIED,40,HR,,Y,CHICAGO,IL,37,Other,2009.0,FLC ONLINEWAGE LIBRARY,,,,,,,,,,,N
222142,2009-05-12,I-09126-4952075,R,"JOHN JAY COLLEGE OF CRIMINAL JUSTICE, CUNY",899 TENTH AVENUE,,NEW YORK,NY,NEW YORK,10019,1,2009-08-15,2012-08-14,ASSISTANT PROFESSOR-DEPT. OF  SOCIOLOGY,2009-05-12,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,66024,YR,,N,NEW YORK,NY,66024,Collective Bargaining Agreement,,,,,,,,,,,,,N
79022,2009-02-15,I-09046-4673661,R,CLEMSON UNIVERSITY,E-303 MARTIN HALL,OFFICE OF INTERNATIONAL AFFAIRS,CLEMSON,SC,PICKENS,29634,1,2009-08-15,2012-08-14,ASSISTANT PROFESSOR,2009-02-15,7.0,MECHANICAL ENGINEERING OCCUPATIONS,CERTIFIED,72114,YR,,N,CLEMSON,SC,60157,Other,2009.0,OES/SOC,,,,,,,,,,,N
236217,2009-05-29,I-09149-4991025,R,UNIV. OF WISC.- MADISON WOMEN'S HEALTH RESEARCH,21 NORTH PARK STREET,SUITE 5101,MADISON,WI,,53715-1218,1,2009-07-01,2012-06-30,RESEARCH SPECIALIST,2009-05-29,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,33120,YR,,N,MADISON,WI,32156,SESA,,,,,,,,,,,,,N
115106,2009-03-12,I-09071-4753581,R,"NEW YORK MEDICAL ALLIANCE, PC","1400 PELHAM PARKWAY SOUTH, BS 32",,BRONX,NY,BRONX,10461,1,2009-07-01,2012-07-01,RESIDENT PHYSICIAN,2009-03-12,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,51604,YR,,N,BRONX,NY,48518,Other,2008.0,"AAMC SURVEY OF HOUSESTAFF STIPENDS, BENEFITS & FUNDING",51604.0,yr,,N,NEW YORK,NY,48518.0,Other,2008.0,"AAMC Survey of Housestaff Stipends, Benefits & Funding",N
192606,2009-04-09,I-09099-4902865,R,WESTLAKE ACADEMY,2600 JT OTTINGER ROAD,,WESTLAKE,TX,DENTON,76262,1,2009-10-01,2012-09-30,MIDDLE SCHOOL TEACHER,2009-04-09,91.0,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,CERTIFIED,57634,YR,,N,WESTLAKE,TX,43203,Other,2009.0,OES WAGE SURVEY,,,,,,,,,,,N
162376,2009-03-27,I-09086-4844275,R,"RITE PROS, INC.","415 CONGRESS STREET,",SUITE # 202,PORTLAND,ME,CUMBERLAND,4101,1,2009-09-25,2012-09-24,FINANCIAL ANALYST,2009-03-27,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,53900,YR,,N,PORTLAND,ME,53872,Other,2008.0,OES WAGE DATA,53900.0,yr,,N,CHICAGO,IL,48963.0,Other,2008.0,OES Wage Data,N
48343,2008-12-24,I-08359-4607899,R,"US TECH SOLUTIONS, INC",ONE EXCHANGE PLACE,SUITE # 902,JERSEY CITY,NJ,HUDSON,7302,1,2009-01-05,2009-09-30,PROGRAMMER ANALYST,2008-12-24,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,23,HR,,Y,JERSEY CITY,NJ,23,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
119036,2009-03-13,I-09070-4752045,R,TYCO ELECTRONICS CORPORATION,2901 FULLING MILL ROAD,,MIDDLETOWN,PA,DAUPHIN,17057,1,2009-09-10,2012-09-10,STAFF AUDITOR,2009-03-13,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,57470,YR,62000.0,N,BERWYN,PA,57470,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
154698,2009-03-25,I-09084-4830365,R,"PEPSICO, INC.",800 FAIRWAY DRIVE,SUITE 400,DEERFIELD BEACH,FL,BROWARD,33441,1,2009-09-23,2012-09-22,CARIBBEAN ENGINEERING OPERATIONS MANAGER,2009-03-25,7.0,MECHANICAL ENGINEERING OCCUPATIONS,CERTIFIED,78000,YR,,N,DEERFIELD BEACH,FL,55682,Other,2008.0,OES ONLINE WAGE SURVEY,,,,,,,,,,,N
175175,2009-03-30,I-09078-4791517,R,"NATIONAL ORTHODONTIX MGMT, PLLC",1620 SOUTH PADRE ISLAND DRIVE,SUITE 230B,CORPUS CHRISTI,TX,NUECES,78416,1,2009-09-15,2012-09-14,ORTHODONTIST,2009-03-30,72.0,DENTISTS,CERTIFIED,291200,YR,,N,CORPUS CHRISTI,TX,185494,SESA,,,,,,,,,,,,,N
145306,2009-03-23,I-09082-4808471,R,MICROSTRATEGY INCORPORATED,1861 INTERNATIONAL DRIVE,,MCLEAN,VA,FAIRFAX,22102,1,2009-09-22,2012-09-22,SOFTWARE ENGINEER,2009-03-23,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,62000,YR,,N,MCLEAN,VA,60778,Other,2009.0,OES WAGE DATA SURVEY,,,,,,,,,,,N
238310,2009-06-02,I-09153-4995295,R,"SRNL INTERNATIONAL, INC",1 BRIDGE PLAZA NORTH,SUITE : 275,FORT LEE,NJ,UNION,7204,1,2009-06-02,2012-06-01,PROGRAMMER ANALYST,2009-06-02,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,48776,YR,,N,FORT LEE,NJ,48776,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
22424,2008-11-06,I-08311-4555361,R,"MTV NETWORKS, A DIVISION OF VIACOM INTERNATIONAL,",1515 BROADWAY,,NEW YORK,NY,NEW YORK,10036,1,2008-11-12,2011-11-12,FINANCIAL OPERATIONS ANALYST,2008-11-06,186.0,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICIALS",CERTIFIED,43680,YR,,N,CAMBRIDGE,MA,43680,Other,2008.0,FLC WAGE DATA,,,,,,,,,,,N
95360,2009-02-27,I-09058-4709719,R,"VERITIS GROUP, INC.",1300 W. WALNUT HILL LANE,SUITE 190,IRVING,TX,DALLAS,75038,1,2009-03-02,2010-09-25,PROGRAMMER ANALYST,2009-02-27,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,PHOENIX,AZ,58802,Other,2009.0,OES WAGE DATA,,,,,,,,,,,N
36024,2008-12-02,I-08337-4582901,R,"JOAK AMERICAN HOMES, INC.",3820 PACKARD ROAD,SUITE 180,ANN ARBOR,MI,WASHTENAW,48108,1,2008-12-16,2011-07-01,PHYSICAL THERAPIST,2008-12-02,76.0,THERAPISTS,CERTIFIED,29,HR,32.0,N,SUTTONS BAY,MI,25,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
8588,2008-10-14,I-08288-4526135,R,"MYSPACE, INC.",407 N. MAPLE DRIVE,,BEVERLY HILLS,CA,LOS ANGELES,90210,1,2008-11-18,2011-11-18,"PRODUCT MANAGER, E-MAIL",2008-10-14,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,95000,YR,,N,SEATTLE,WA,90085,Other,2008.0,DOL SOC WAGE LIBRARY,,,,,,,,,,,N
13220,2008-10-22,I-08294-4532605,R,"BEARINGPOINT, INC.",1676 INTERNATIONAL DRIVE,TYSONS TOWER,MCLEAN,VA,FAIRFAX,22102,1,2009-04-11,2012-04-11,TECHNOLOGY CONSULTANT,2008-10-22,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,73694,YR,145600.0,N,NEW YORK,NY,73694,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
4203,2008-10-07,I-08281-4517999,R,"OAK CREEK ENERGY SYSTEMS, INC.",150 LA TERRAZA BLVD.,2ND FLOOR,ESCONDIDO,CA,SAN DIEGO,92025,1,2009-03-20,2010-12-18,POWER SYSTEMS ENGINEER,2008-10-07,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,100000,YR,,N,MOJAVE,CA,81890,SESA,,,,,,,,,,,,,N
252254,2009-06-18,I-09169-5023597,R,JPMORGAN CHASE & CO,10 SOUTH DEARBORN STREET,6TH FLOOR,CHICAGO,IL,COOK,60603,1,2009-11-21,2010-11-20,DATABASE MANAGEMENT ANALYST,2009-06-18,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,100900,YR,,N,NEW YORK,NY,88691,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
174449,2009-03-30,I-09089-4866447,R,"NEW YORK TECHNOLOGY PARTNERS, INC.",75 MONTGOMERY STREET,5TH FLOOR,JERSEY CITY,NJ,HUDSON,7302,1,2009-09-29,2012-09-29,SYSTEMS ANALYST,2009-03-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60091,YR,,N,SOUTH BRUNSWICK,NJ,60091,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
10967,2008-10-17,I-08291-4531921,R,"BECKMAN COULTER, INC.",11800 S.W. 147 AVENUE,,MIAMI,FL,MIAMI-DADE,33196,1,2008-11-17,2011-11-16,"MANAGER, BUSINESS DEVELOPMENT",2008-10-17,189.0,MISCELLANEOUS MANAGERS AND OFFICIALS,CERTIFIED,120000,YR,,N,MIAMI,FL,116334,Other,2008.0,OES,,,,,,,,,,,N
220822,2009-05-11,I-09131-4960177,R,DUMBARTON OAKS RESEARCH LIBRARY & COLLECTION,"1703 32ND STREET, NW",,WASHINGTON,DC,DISTRICT OF COLUMBIA,20007,1,2009-09-14,2010-05-14,"FELLOW, BYZANTINE STUDIES",2009-05-11,101.0,ARCHIVISTS,CERTIFIED,21,HR,,Y,WASHINGTON,DC,18,Other,2009.0,OES ONLINE,,,,,,,,,,,N
130428,2009-03-18,I-09077-4784599,R,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",FOUR TIMES SQUARE,,NEW YORK,NY,,10036-6522,1,2009-03-27,2009-08-07,FINANCIAL REPORTING ACCOUNTANT,2009-03-18,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,60000,YR,60000.0,N,WHITE PLAINS,NY,51934,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,Y
44925,2008-12-17,I-08352-4601259,R,"FRIENDLY CONSULTANTS, INC.",55 PRINCETON HIGHTSTOWN ROAD,SUITE 205B,PRINCETON JUNCTION,NJ,MERCER,8550,1,2009-01-02,2012-01-01,PROGRAMMER ANALYST,2008-12-17,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,53000,YR,,N,PRINCETON JUNCTION,NJ,52936,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
219189,2009-05-08,I-09128-4956837,R,"APOGEE MEDICAL GROUP, ILLINOIS, PC",2525 EAST CAMELBACK ROAD,SUITE 1100,PHOENIX,AZ,MARICOPA,85016,1,2009-07-01,2012-06-30,HOSPITALIST PHYSICIAN,2009-05-08,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,180000,YR,,N,GRANITE CITY,IL,115752,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,Y
100714,2009-03-04,I-09063-4721677,R,UNIVERSITY OF WASHINGTON,OFFICE OF INTERNATIONAL STUDENTS & SCHOLARS,BOX 355832,SEATTLE,WA,,98195-5832,1,2009-07-14,2012-07-13,SENIOR FELLOW,2009-03-04,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,41796,YR,,N,SEATTLE,WA,33592,SESA,,,,,,,,,,,,,N
60001,2009-01-20,I-09020-4632329,R,NORTHERN NEW MEXICO COLLEGE,921 PASEO DE ONATE,,ESPANOLA,NM,RIO ARRIBA,87532,1,2009-04-01,2012-04-01,ASSISTANT PROFESSOR & CHAIR,2009-01-20,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,79000,YR,,N,ESPANOLA,NM,51647,Other,2009.0,OES,,,,,,,,,,,N
170751,2009-03-30,I-09089-4859911,R,"OBJECTS ON NET, INC.",325 ANTEBELLUM WAY,,FAYETTEVILLE,GA,FAYETTE,30215,1,2009-03-30,2012-03-29,SYSTEMS ANALYST,2009-03-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,55700,YR,95000.0,N,FAYETTEVILLE,GA,52021,Other,2008.0,OES SOC WAGE SURVEY,55700.0,yr,95000.0,N,FREMONT,CA,55661.0,Other,2008.0,OES SOC Wage Survey,N
83588,2009-02-19,I-09050-4683443,R,"AGILITY HEALTH, INC.","560 FIFTH STREET, N.W.",SUITE 404,GRAND RAPIDS,MI,KENT,49504,1,2009-03-04,2012-03-03,PHYSICAL THERAPIST,2009-02-19,76.0,THERAPISTS,CERTIFIED,62400,YR,,N,GRAYLING,MI,49462,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
182871,2009-04-02,I-09083-4816843,R,LANKENAU HOSPITAL,100 LANCASTER AVENUE,,WYNNEWOOD,PA,MONTGOMERY,19096,1,2009-06-24,2012-06-23,CARDIOLOGY FELLOW,2009-04-02,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,53398,YR,,N,WYNNEWOOD,PA,51582,Other,2008.0,AAMC SURVEY,,,,,,,,,,,N
7380,2008-10-13,I-08287-4524663,R,MATRIX INFOTECH INC.,10590 W FOUNTAIN AVE,#510,MILWAUKEE,WI,MILWAUKEE,53224,30,2008-10-13,2011-09-26,PROGRAMMER ANALYST,2008-10-13,1.0,ARCHITECTURAL OCCUPATIONS,CERTIFIED,42000,YR,42000.0,N,MASON,OH,39645,Other,2008.0,OES/SOC 15-1021 (COMPUTER PROGRAMMERS),42000.0,yr,42000.0,N,MILWAUKEE,WI,40747.0,Other,2008.0,OES/SOC 15-1021 (Computer Programmers),N
