,LCA_CASE_NUMBER,STATUS,LCA_CASE_SUBMIT,Decision_Date,VISA_CLASS,LCA_CASE_EMPLOYMENT_START_DATE,LCA_CASE_EMPLOYMENT_END_DATE,LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,LCA_CASE_WAGE_RATE_TO,LCA_CASE_WAGE_RATE_UNIT,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,PW_1,PW_UNIT_1,PW_SOURCE_1,OTHER_WAGE_SOURCE_1,YR_SOURCE_PUB_1,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE,PW_2,PW_UNIT_2,PW_SOURCE_2,OTHER_WAGE_SOURCE_2,YR_SOURCE_PUB_2,LCA_CASE_NAICS_CODE
67194,I-200-09250-844039,CERTIFIED,2009-09-07,2009-09-11,H-1B,2009-09-15,2012-07-27,"CMC AMERICAS, INC.",4354 S. SHERWOOD FOREST BLVD.,BATON ROUGE,LA,70816,15-1051.00,Computer Systems Analysts,SENIOR SYSTEMS ANALYST,63500.0,,Year,Y,1.0,PITTSBURGH,PA,57699.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,MONROEVILLE,PA,57699.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
78963,I-200-09263-716530,CERTIFIED,2009-09-20,2009-09-24,H-1B,2009-09-21,2010-09-20,SREE INFOTECH LLC,1825 W WALNUT HILL LANE,IRVING,TX,75038,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,71400.0,,Year,Y,1.0,SAN FRANCISCO,CA,71386.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541511.0
13146,I-200-09195-197962,WITHDRAWN,2009-07-15,2009-07-16,H-1B,2009-09-01,2010-09-30,"EMERGING BUSINESS SYSTEMS, LTD.",667 S.E. 6TH STREET,FOREST LAKE,MN,55025-,27-1024.00,Graphic Designers,MARKETING COORDINATOR / WEB DESIGNER,40206.0,45926.0,Year,Y,1.0,FOREST LAKE,MN,40206.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541613.0
24018,I-200-09205-978609,CERTIFIED,2009-07-27,2009-08-04,H-1B,2009-08-10,2012-08-09,NORIDIAN MUTUAL INSURANCE COMPANY,4510 13TH AVENUE SOUTH,FARGO,ND,58121,15-1071.01,Computer Security Specialists,IT SECURITY ANALYST II,50400.0,88200.0,Year,Y,1.0,FARGO,ND,44262.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,524114.0
66264,I-200-09247-355493,CERTIFIED,2009-09-04,2009-09-11,H-1B,2009-12-11,2012-12-11,PORTLAND GENERAL ELECTRIC COMPANY,121 SW SALMON STREET,PORTLAND,OR,97204-,15-1031.00,"Computer Software Engineers, Applications",SENIOR QUALITY ASSURANCE ANALYST,92400.0,,Year,Y,1.0,PORTLAND,OR,90459.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541519.0
8034,I-200-09188-999114,CERTIFIED,2009-07-07,2009-07-13,H-1B,2009-09-29,2012-09-28,MICROSOFT CORPORATION,1 MICROSOFT WAY,REDMOND,WA,98052,11-9199.99,"Managers, All Other",SENIOR PRODUCT MANAGER,115282.0,,Year,Y,1.0,REDMOND,WA,89939.0,Year,OES,,2008.0,,,,,,,,51121.0
57560,I-200-09240-062774,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-09-26,2012-09-25,"UNITED ELECTRONICS CORP., INC.",5321 N. PEARL STREET,ROSEMONT,IL,60018,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER,51000.0,,Year,Y,1.0,ROSEMONT,IL,50045.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334412.0
79920,I-200-09264-847557,DENIED,2009-09-21,2009-09-28,H-1B,2009-10-01,2012-09-30,"G&A CONSTRUCTION & DEVELOPMENT, INC.","1818 W. PETERSON, SUITE 900",CHICAGO,IL,60660,13-2011.01,Accountants,ACCOUNTANT,21.42,,Hour,Y,1.0,CHICAGO,IL,21.42,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,236220.0
86155,I-200-09272-674429,CERTIFIED,2009-09-29,2009-09-29,H-1B,2010-01-15,2013-01-15,"INFORMATION RESOURCES, INC.",150 N. CLINTON STREET,CHICAGO,IL,60661,19-3021.00,Market Research Analysts,CONSULTING MODELER,85000.0,145000.0,Year,Y,1.0,SAN FRANCISCO,CA,83574.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
10476,I-200-09191-058914,CERTIFIED,2009-07-10,2009-07-16,H-1B,2009-07-10,2012-07-10,"COMPUTERIZED ASSESSMENTS AND LEARNING, LLC",1202 EAST 23RD STREET,LAWRENCE,KS,66044,3021-11-01 00:00:00,Computer and Information Systems Managers,DIRECTOR OF R & D OPERATIONS,90000.0,,Year,Y,1.0,LAWRENCE,KS,80870.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,611710.0
7295,I-200-09188-305177,WITHDRAWN,2009-07-10,2009-07-13,H-1B,2009-10-06,2012-10-05,"NICOSIA CREATIVE EXPRESSO, LTD.",355 WEST 52ND STREET,NEW YORK,NY,10019,27-1021.00,Commercial and Industrial Designers,PRODUCT DESIGNER,100000.0,,Year,Y,1.0,NEW YORK,NY,81536.0,Year,OES,,2009.0,,,,,,,,541420.0
52018,I-200-09237-350546,DENIED,2009-08-25,2009-09-01,H-1B,2009-10-26,2012-10-26,"INDUSTRIAL COLOR, INC.",32 AVENUE OF THE AMERICAS,NEW YORK,NY,10013,27-1011.00,Art Directors,DIRECTOR OF DIGITAL TECHNOLOGY,70000.0,,Year,Y,1.0,NEW YORK,NY,68432.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541922.0
66140,I-200-09247-240458,DENIED,2009-09-04,2009-09-09,H-1B,2009-09-21,2012-09-20,"DVTRACK, INC",8321 NW 68TH STREET,MIAMI,FL,33166,15-1041.00,Computer Support Specialists,TECHNICAL SUPPORT MANAGER,28808.0,,Year,Y,1.0,MIAMI,FL,28808.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,561620.0
31828,I-200-09215-165355,CERTIFIED-WITHDRAWN,2009-08-03,2009-08-07,H-1B,2009-11-01,2012-10-31,GENERAL HOSPITAL CORPORATION,PARTNERS INTERNATIONAL OFFICE,BOSTON,MA,02114-,19-1021.01,Biochemists,RESEARCH SCIENTIST,52998.4,,Year,Y,1.0,BOSTON,MA,38126.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,622110.0
10950,I-200-09191-477491,CERTIFIED,2009-07-10,2009-07-16,H-1B,2009-07-13,2012-07-12,DGN TECHNOLOGIES INC,46500 FREMONT BLVD,FREMONT,CA,94538,15-1051.00,Computer Systems Analysts,PROGRAMMER ANALYST,60000.0,,Year,Y,1.0,"COLUMBUS,",OH,57762.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
35504,I-200-09218-194546,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-10-01,2012-09-30,GENZYME CORPORATION,500 KENDALL STREET,CAMBRIDGE,MA,02142-,15-2041.00,Statisticians,BIOSTATISTICIAN,77709.0,80000.0,Year,Y,1.0,FRAMINGHAM,MA,77709.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541710.0
28534,I-200-09210-686961,CERTIFIED,2009-07-29,2009-08-04,H-1B,2009-09-01,2012-08-31,JOHN JAY COLLEGE CITY UNIVERSITY OF NEW YORK,899 TENTH AVENUE,NEW YORK,NY,10019,25-1081.00,"Education Teachers, Postsecondary",ASSISTANT PROFESSOR,66042.0,,Year,Y,1.0,NEW YORK,NY,42873.0,Year,Other,COLLECTIVE BARGAINING AGREEMENT,2009.0,,,,,,,,611310.0
56054,I-200-09239-424292,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-09-01,2011-06-28,FAIRCHILD INDUSTRIAL PRODUCTS COMPANY,3920 WEST POINT BOULEVARD,WINSTON-SALEM,NC,27103-6708,11-1011.00,Chief Executives,PRESIDENT,200012.8,,Year,Y,1.0,WINSTON-SALEM,NC,198827.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,333613.0
57820,I-200-09240-143279,CERTIFIED-WITHDRAWN,2009-08-28,2009-09-03,H-1B,2009-10-01,2012-09-30,"OBJECTWIN TECHNOLOGY, INC.",2650 FOUNTAINVIEW DR.,HOUSTON,TX,77057,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER,60000.0,,Year,Y,1.0,EMERYVILLE,CA,48984.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
37515,I-200-09220-033407,DENIED,2009-08-08,2009-08-14,H-1B,2009-08-17,2012-08-16,DESJARDINS MANAGEMENT INC.,420 ESSEX STREET,LAWRENCE,MA,01840-,29-1021.00,"Dentists, General",GENERAL DENTIST,150000.0,,Year,Y,1.0,LAWRENCE,MA,123240.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,621210.0
66867,I-200-09247-875655,CERTIFIED-WITHDRAWN,2009-09-04,2009-09-11,H-1B,2009-10-01,2012-09-30,DCM LIMITED,39159 PASEO PADRE PARKWAY,FREMONT,CA,94538-,15-1071.00,Network and Computer Systems Administrators,SYSTEMS ADMINISTRATOR,71261.0,,Year,Y,2.0,MONTVALE,NJ,71261.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541519.0
30959,I-200-09212-241749,CERTIFIED,2009-08-12,2009-08-18,H-1B,2009-10-02,2012-10-02,TOPRE AMERICA CORPORATION,1580 COUNTY ROAD 222,CULLMAN,AL,35057-,19-3021.00,Market Research Analysts,BUSINESS/SALES ANALYST,41000.0,,Year,Y,1.0,CULLMAN,AL,39374.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,332721.0
85515,I-200-09271-927996,CERTIFIED-WITHDRAWN,2009-09-28,2009-09-28,H-1B,2009-10-20,2012-10-19,"MEDTRONIC, INC.",710 MEDTRONIC PARKWAY,MINNEAPOLIS,MN,55432,17-2031.00,Biomedical Engineers,SR. CLINICAL RESEARCH SPECIALIST/BIOMED. ENG.,85384.0,90000.0,Year,Y,1.0,SANTA ROSA,CA,85384.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334510.0
16750,I-200-09198-114814,CERTIFIED,2009-07-21,2009-07-27,H-1B,2009-12-17,2012-12-16,QUALCOMM INCORPORATED,5775 MOREHOUSE DRIVE,SAN DIEGO,CA,92121,15-1051.00,Computer Systems Analysts,SENIOR PROGRAMMER ANALYST,76232.0,104600.0,Year,Y,1.0,SAN DIEGO,CA,76232.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334220.0
24011,I-200-09205-967293,DENIED,2009-07-24,2009-07-29,H-1B,2009-11-10,2012-11-09,"EPIR TECHNOLOGIES, INC.","590 TERRITORIAL DRIVE, SUITE B",BOLINGBROOK,IL,60440-,15-2031.00,Operations Research Analysts,OPERATIONS RESEARCH ANALYST,65000.0,,Year,Y,1.0,BOLINGBROOK,IL,60986.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334413.0
27207,I-200-09209-960326,CERTIFIED,2009-07-28,2009-08-03,H-1B,2009-10-01,2012-09-30,"ADVENT GLOBAL SOLUTIONS, INC.","12777 JONES ROAD, SUITE 445",HOUSTON,TX,77070,15-1051.00,Computer Systems Analysts,SYSTEMS ANALYST,48000.0,,Year,Y,1.0,HOUSTON,TX,47362.0,Year,Other,'OFLC ONLINE DATA CENTER',2009.0,,,,,,,,541511.0
1882,I-200-09139-275162,DENIED,2009-05-21,2009-05-22,H-1B,2009-10-01,2012-10-01,"LBI NEW YORK, LLC (FORMERLY KNOWN AS SYRUP, LLC)",12 VESTRY STREET,NEW YORK,NY,10013,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER,70000.0,,Year,Y,1.0,NEW YORK,NY,63731.0,Year,OES,,2009.0,,,,,,,,541511.0
5471,I-200-09183-199967,CERTIFIED-WITHDRAWN,2009-07-02,2009-07-09,H-1B,2009-11-10,2012-11-09,DATAMATICS GLOBAL SERVICES INC,"31572, INDUSTRIAL ROAD",LIVONIA,MI,48150-,15-1051.00,Computer Systems Analysts,COMPUTER PROGRAMMER ANALYST / PROJECT ANALYST,116400.0,,Year,Y,1.0,OAK BROOK,IL,94349.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541990.0
4994,I-200-09182-528250,CERTIFIED,2009-07-01,2009-07-08,H-1B,2009-10-01,2012-09-30,WHEAT RIDGE MINISTRIES,ONE PIERCE PLAZA,ITASCA,IL,60143,11-2031.00,Public Relations Managers,PUBLIC RELATIONS MANAGER,50294.0,,Year,Y,1.0,ITASCA,IL,50294.0,Year,OES,,2009.0,,,,,,,,813110.0
83931,I-200-09268-177736,WITHDRAWN,2009-09-25,2009-09-25,H-1B,2010-02-15,2013-02-15,EVO DESIGN LLC,1369 MAIN STREET,WATERTOWN,CT,06795-,27-1021.00,Commercial and Industrial Designers,INDUSTRIAL DESIGNER,18.83,,Hour,Y,1.0,WATERTOWN,CT,18.83,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541330.0
30870,I-200-09212-124455,CERTIFIED,2009-07-31,2009-08-06,H-1B,2009-10-01,2012-09-30,"AVCO CONSULTING, INC.",340 MAIN STREET,WORCESTER,MA,1608,15-1031.00,"Computer Software Engineers, Applications",PROGRAMMER ANALYST,64650.0,,Year,Y,1.0,WORCESTER,MA,54226.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,CHATTANOOGA,TN,64626.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
30799,I-200-09212-041495,CERTIFIED,2009-07-31,2009-08-06,H-1B,2009-10-01,2012-09-30,"AEQUOR TECHNOLOGIES, INC.",33 WOOD AVENUE SOUTH 5TH FLOOR,ISELIN,NJ,8830,27-3031.00,Public Relations Specialists,PUBLIC RELATIONS SPECIALIST,39770.0,,Year,Y,1.0,ISELIN,NJ,39770.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
56314,I-200-09239-547674,CERTIFIED,2009-08-27,2009-09-02,H-1B,2009-08-27,2012-08-27,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",1000 COMMERCE DRIVE,PITTSBURGH,PA,15275,15-1031.00,"Computer Software Engineers, Applications",SENIOR SOFTWARE ENGINEER,68349.0,83349.0,Year,Y,20.0,GRAND RAPIDS,MI,68349.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
43711,I-200-09226-882324,CERTIFIED,2009-08-14,2009-08-20,H-1B,2009-09-08,2012-09-08,ATLAS COPCO CONSTRUCTION EQUIPMENT LLC,34 MAPLE AVENUE,PINE BROOK,NJ,7058,11-2022.00,Sales Managers,REGIONAL SALES MANAGER,81286.0,,Year,Y,1.0,CASTLEROCK,CO,81286.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,333991.0
60417,I-200-09241-157433,CERTIFIED,2009-08-29,2009-09-03,H-1B,2009-10-01,2012-09-30,"WEST BAY IMPORTS, INC.",7245 E. OXFORD WAY,COMMERCE,CA,90040,11-3031.01,"Treasurers, Controllers, and Chief Financial Offic",FINANCE CONTROLLER,74048.0,,Year,Y,1.0,COMMERCE,CA,74048.0,Year,OES,,2009.0,,,,,,,,423990.0
7171,I-200-09188-192647,CERTIFIED,2009-07-30,2009-08-05,H-1B,2009-11-01,2012-10-31,PENN STATE MILTON S. HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,PA,17033,29-1069.99,"Physicians and Surgeons, All Other",ASSISTANT PROFESSOR OF SURGERY,250000.0,,Year,Y,1.0,HERSHEY,PA,87797.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,622110.0
24870,I-200-09208-642852,DENIED,2009-07-29,2009-08-03,H-1B,2009-08-17,2012-08-16,"SPRINGS GLOBAL US, INC.",205 NORTH WHITE STREET,FORT MILL,SC,29715,13-2011.01,Accountants,MANAGER - EXTERNAL REPORTING,61339.0,100000.0,Year,Y,1.0,FORT MILL,SC,61339.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,313312.0
64399,I-200-09245-797373,CERTIFIED,2009-09-02,2009-09-09,H-1B,2009-11-02,2012-11-02,CENTRAL CALIFORNIA FACULTY MEDICAL GROUP,4910 E. CLINTON AVENUE,FRESNO,CA,93727-,29-1069.99,"Physicians and Surgeons, All Other",PHYSICIAN/CARDIOLOGIST,325000.0,,Year,Y,1.0,FRESNO,CA,175885.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,813910.0
27945,I-200-09210-372012,DENIED,2009-07-29,2009-08-03,H-1B,2009-09-11,2011-09-11,VASTCAST MEDIA,"8871 W. FLAMINGO ROAD, SUITE 202",LAS VEGAS,NV,89147,15-1099.99,"Computer Specialists, All Other",CHIEF TECHNICAL OFFICER,120000.0,,Year,Y,1.0,LAS VEGAS,NV,73008.0,Year,OES,,2009.0,,,,,,,,541613.0
83707,I-200-09267-942839,CERTIFIED,2009-09-24,2009-09-24,H-1B,2009-09-24,2012-09-23,TECHNICAL STRATEGIES INC,774 A,GREAT FALLS,VA,22066,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER ANALYST,54000.0,,Year,Y,1.0,EAST ROCHESTER,NY,53934.0,Year,Other,FLC DATA CENTER ONLINE WAGE LIBRARY,2008.0,,,,,,,,541512.0
62589,I-200-09244-440205,CERTIFIED,2009-09-01,2009-09-08,H-1B,2009-10-01,2012-09-30,"XAFARI, INC.","7857 NW 46TH STREET, #31",DORAL,FL,33166,27-1024.00,Graphic Designers,GRAPHIC DESIGNER,15.87,,Hour,Y,1.0,DORAL,FL,15.87,Hour,OES,,2009.0,,,,,,,,541430.0
85663,I-200-09272-089690,CERTIFIED,2009-09-29,2009-09-29,H-1B,2009-10-01,2012-10-01,"CJ GLS AMERICA, INC.",5801 S. MALT AVENUE,COMMERCE,CA,90040,13-1081.00,Logisticians,SOUTH AMERICA FORWARDING MANAGER,24.35,,Hour,Y,1.0,COMMERCE,CA,24.35,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,488510.0
11976,I-200-09194-278472,CERTIFIED,2009-07-16,2009-07-22,H-1B,2009-12-01,2012-11-30,THE OHIO STATE UNIVERSITY,1712 NEIL AVENUE,COLUMBUS,OH,43210,19-2031.00,Chemists,POST DOCTORAL RESEARCHER,33999.0,,Year,Y,1.0,COLUMBUS,OH,33342.0,Year,OES,,2008.0,,,,,,,,611310.0
39467,I-200-09223-472155,CERTIFIED,2009-08-11,2009-08-17,H-1B,2009-08-11,2012-08-10,SUPREMESOFT CORPORATION,1608 SPRING HILL RD,VIENNA,VA,22182,15-1051.00,Computer Systems Analysts,BUSINESS SYSTEMS ANALYST,60000.0,,Year,Y,1.0,SACRAMENTO,CA,56472.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
40949,I-200-09224-593038,CERTIFIED,2009-08-12,2009-08-18,H-1B,2009-10-01,2012-09-30,"WISSEN INFOTECH, INC.","2325 PARKLAWN DRIVE, STE G",WAUKESHA,WI,53186,15-1061.00,Database Administrators,DATABASE ADMINISTRATOR,35.0,,Hour,Y,1.0,WAUWATOSA,WI,33.16,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
31450,I-200-09212-908976,CERTIFIED,2009-07-31,2009-08-06,H-1B,2009-10-01,2012-09-30,JS AMERICA INC,1 BROAD AVENUE UNIT 5,FAIRVIEW,NJ,7022,11-2021.00,Marketing Managers,MARKETING MANAGER,89700.0,,Year,Y,1.0,FAIRVIEW,NJ,89627.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,424820.0
4897,I-200-09182-405220,CERTIFIED,2009-07-01,2009-07-08,H-1B,2009-07-01,2012-06-30,ASTIR IT SOLUTIONS INC.,50 CRAGWOOD RD,SOUTH PLAINFIELD,NJ,7080,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,60000.0,,Year,Y,1.0,SAN FRANCISCO,CA,57450.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
59868,I-200-09240-831269,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-10-01,2012-10-01,"MORGAN STANLEY SMITH BARNEY, LLC",2000 WESTCHESTER AVE.,PURCHASE,NY,10577,13-2051.00,Financial Analysts,ANALYST,70000.0,,Year,Y,1.0,NEW YORK,NY,60590.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,523110.0
9908,I-200-09190-605699,CERTIFIED-WITHDRAWN,2009-07-09,2009-07-15,H-1B,2010-01-04,2013-01-03,"HDR ENGINEERING, INC.",8404 INDIAN HILLS DRIVE,OMAHA,NE,68114,17-2141.00,Mechanical Engineers,ENERGY ENGINEER IN TRAINING,67371.0,,Year,Y,1.0,SAN FRANCISCO,CA,67371.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541330.0
12929,I-200-09195-030216,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-10-01,2012-09-30,THE MOOSIC SCHOOL INC.,"3701 WEST ALABAMA, #255",HOUSTON,TX,77027,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",MUSIC INSTRUCTOR,15.13,,Hour,N,1.0,HOUSTON,TX,15.13,Hour,OES,,2009.0,,,,,,,,611690.0
35233,I-200-09217-971272,DENIED,2009-08-05,2009-08-10,H-1B,2009-10-01,2012-10-01,"GLOBAL LEISURE PARTNERS, LLC",450 PARK AVENUE,NEW YORK,NY,10022-,13-2051.00,Financial Analysts,"MERGERS & ACQUISITIONS, PRINCIPAL INVESTMENT ASSOC",104000.0,,Year,Y,1.0,NEW YORK,NY,85842.0,Year,OES,,2009.0,,,,,,,,52399.0
62302,I-200-09244-238285,CERTIFIED,2009-09-01,2009-09-08,H-1B,2009-09-01,2012-08-31,"DOTCOM TEAM, LLC","325 WOOD ROAD, STE 103",BRAINTREE,MA,2184,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,60000.0,,Year,Y,1.0,JACKSONVILLE,FL,47299.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
3275,I-200-09162-240571,CERTIFIED,2009-06-11,2009-06-17,H-1B,2009-06-24,2012-06-23,THE UNIVERSITY OF IOWA,1 W. PRENTISS STREET,IOWA CITY,IA,52242,19-1042.00,"Medical Scientists, Except Epidemiologists",RESEARCH INVESTIGATOR,45000.0,,Year,Y,1.0,IOWA CITY,IA,34258.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
8547,I-200-09189-442724,CERTIFIED,2009-07-09,2009-07-15,H-1B,2009-10-01,2012-09-30,AIM COMPUTER CONSULTING L.L.C.,17197 N. LAUREL PARK DRIVE,LIVONIA,MI,48152-,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER,50000.0,,Year,Y,1.0,O'FALLON,MO,41621.0,Year,Other,OES / SOC ONLINE WAGE LIBRARY,2009.0,,,,,,,,541511.0
69027,I-200-09252-598396,CERTIFIED,2009-09-09,2009-09-15,H-1B,2009-10-01,2012-10-01,TOMAX CORPORATION,224 SOUTH 200 WEST,SALT LAKE CITY,UT,84101,15-1031.00,"Computer Software Engineers, Applications",JAVA PROGRAMMER ANALYST,75000.0,,Year,Y,1.0,SALT LAKE CITY,UT,61755.0,Year,OES,,2009.0,,,,,,,,541511.0
34564,I-200-09217-414362,CERTIFIED,2009-08-06,2009-08-12,H-1B,2009-12-01,2012-11-30,PORTLAND STATE UNIVERSITY,OFFICE OF INTERNATIONAL AFFAIRS,PORTLAND,OR,97201,25-1066.00,"Psychology Teachers, Postsecondary",ASSISTANT PROFESSOR,70002.0,,Year,Y,1.0,PORTLAND,OR,50265.0,Year,CBA,,2008.0,,,,,,,,611310.0
8344,I-200-09189-259896,CERTIFIED,2009-07-09,2009-07-15,H-1B,2009-10-01,2012-09-30,YOUNGSOFT INC.,"49197 WIXOM TECH DRIVE, SUITE-B",WIXOM,MI,48393,15-1032.00,"Computer Software Engineers, Systems Software",SOFTWARE ENGINEER,60000.0,,Year,Y,1.0,SOUTHFIELD,MI,58968.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
58601,I-200-09240-406350,CERTIFIED,2009-08-31,2009-09-04,H-1B,2009-10-01,2012-10-01,CLEARY GOTTLIEB STEEN & HAMILTON LLP,ONE LIBERTY PLAZA,NEW YORK,NY,10006,23-1011.00,Lawyers,LAW CLERK/ASSOCIATE,160000.0,,Year,Y,1.0,NEW YORK,NY,86882.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541100.0
6463,I-200-09187-368836,CERTIFIED,2009-08-03,2009-08-07,H-1B,2010-01-30,2013-01-29,CHECKFREE SERVICES CORPORATION,4411 EAST JONES BRIDGE ROAD,NORCROSS,GA,30092,15-1071.00,Network and Computer Systems Administrators,SENIOR TECHNICAL CONSULTANT,140000.0,,Year,Y,1.0,JERSEY CITY,NJ,71261.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
34365,I-200-09217-252101,CERTIFIED,2009-08-05,2009-08-11,H-1B,2009-11-16,2012-11-15,"BALLY GAMING, INC.",6601 SOUTH BERMUDA ROAD,LAS VEGAS,NV,89119,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE DEVELOPMENT MANAGER,112751.0,,Year,Y,1.0,LAS VEGAS,NV,91437.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541512.0
24934,I-200-09208-710274,CERTIFIED,2009-07-27,2009-07-31,H-1B,2009-08-03,2012-08-03,POLARIS SOFTWARE LAB (INDIA) LTD.,"517 ROUTE 1 SOUTH, WOODBRIDGE PLACE",ISELIN,NJ,8830,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,61200.0,,Year,Y,1.0,COLUMBUS,OH,46342.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,ISELIN,NJ,53227.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541512.0
46005,I-200-09230-621700,CERTIFIED,2009-08-18,2009-08-24,H-1B,2009-09-30,2012-09-30,"SCANDENT GROUP, INC.",4B CEDAR BROOK DRIVE,CRANBURY,NJ,8512,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,63440.0,,Year,Y,1.0,DENVER,CO,63440.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
27884,I-200-09210-344060,CERTIFIED,2009-07-30,2009-08-05,H-1B,2010-01-23,2011-09-30,EBAY INC.,2065 HAMILTON AVE.,SAN JOSE,CA,95125-,19-3021.00,Market Research Analysts,"SENIOR ANALYST, MERCHANDISING PRODUCT",98325.0,,Year,Y,1.0,SAN JOSE,CA,79622.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,454112.0
